Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Gender,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,Target
12,1,13,14,6,6,0,20,7,8,7,14.00375,0,8,11,7,13.81285714,-4.06,Graduate
9,1,23,27,10,10,0,22,5,8,4,12,0,5,8,4,11.4,-0.92,Graduate
3,1,24,14,5,11,0,47,6,9,5,14.16666667,0,6,7,6,14.16666667,-0.92,Graduate
17,1,22,27,9,5,0,31,5,5,5,14,0,5,5,5,13.8,3.51,Graduate
5,1,13,27,8,6,0,21,6,7,5,13.8,0,6,6,6,12.83333333,-0.92,Graduate
3,1,23,28,1,1,0,21,6,8,5,12.8,0,6,10,6,11.85714286,0.32,Graduate
15,9,1,1,5,5,0,24,6,6,6,12.16666667,0,6,6,6,13.83333333,0.32,Graduate
5,1,4,27,3,10,0,18,6,8,6,12.5,0,6,6,6,12.33333333,-4.06,Enrolled
3,11,19,1,12,3,0,32,6,9,4,12,0,6,12,4,11.5,0.32,Graduate
3,1,3,1,4,5,0,19,6,8,6,10.83333333,0,6,9,6,11.5,1.74,Graduate
12,1,3,3,2,2,0,24,8,8,8,13.385,0,8,8,8,13.385,-3.12,Graduate
6,1,13,14,5,11,0,19,6,14,6,15.66666667,0,6,9,6,14.5,-4.06,Graduate
4,14,13,27,7,7,0,19,6,9,6,14.33333333,0,6,7,6,13.83333333,0.79,Graduate
4,14,22,27,10,5,0,24,6,10,6,11.42857143,0,6,12,5,13,1.79,Enrolled
10,1,13,14,29,29,0,18,6,9,6,11.66666667,0,6,8,6,11.66666667,3.51,Graduate
5,1,23,27,4,7,0,19,6,9,5,12,0,6,10,2,11.33333333,3.51,Need Additional Support
12,1,3,28,3,5,0,19,8,8,7,14.72571429,0,8,8,7,14.72571429,1.74,Graduate
15,1,13,28,10,9,0,18,6,6,6,14.16666667,0,6,6,6,13.66666667,1.79,Graduate
10,1,1,1,4,4,0,18,6,10,6,11.57142857,0,6,8,6,12.33333333,1.79,Graduate
13,1,1,1,5,11,0,20,7,7,7,12.5,0,8,8,8,13.1375,1.79,Graduate
12,1,13,28,6,8,0,18,8,10,8,12.86,0,8,10,8,12.86,-3.12,Graduate
14,1,23,28,10,8,0,18,6,10,6,12.25,0,6,9,6,13.71428571,2.02,Graduate
6,1,23,27,10,10,0,21,5,7,4,12,0,5,5,5,12.2,1.74,Graduate
12,1,13,14,5,10,0,18,7,9,7,15.11666667,0,8,9,8,16.16888889,-4.06,Graduate
14,1,13,14,6,6,0,18,5,6,2,12.5,0,5,6,4,10.25,-3.12,Need Additional Support
10,1,1,9,5,4,0,19,6,11,0,0,0,6,0,0,0,-3.12,Need Additional Support
14,1,1,14,5,11,0,19,6,8,4,11,0,6,9,4,11,1.74,Enrolled
14,1,1,14,6,6,0,18,6,8,6,11.875,0,6,11,4,14.6,2.02,Graduate
8,3,3,1,12,12,0,34,5,6,1,11,0,5,5,0,0,-1.7,Need Additional Support
6,1,9,9,12,12,0,19,5,5,5,15.2,0,5,6,5,13.2,0.32,Graduate
8,14,22,27,8,9,0,19,6,7,5,11.6,1,6,12,2,11,1.79,Need Additional Support
10,1,3,14,3,2,0,26,6,6,6,14.83333333,0,6,7,6,15.14285714,2.02,Graduate
16,1,19,24,1,1,0,21,6,12,3,11.33333333,0,6,10,3,11.33333333,0.32,Need Additional Support
9,1,13,14,5,9,0,18,5,5,5,11.2,0,5,5,5,11.8,2.02,Graduate
16,1,23,28,6,8,0,20,6,8,5,13.4,0,6,9,5,13.66666667,-3.12,Graduate
9,1,1,1,5,5,0,25,5,12,2,10.5,0,5,5,0,0,2.02,Need Additional Support
9,1,1,28,5,4,0,18,5,5,5,16.2,0,5,5,5,16.4,2.02,Graduate
12,1,13,14,4,7,0,18,7,7,7,14.54285714,0,8,11,8,14.88181818,-0.92,Graduate
12,1,26,14,4,6,0,19,7,7,7,13.69428571,0,8,9,8,14.35555556,2.02,Graduate
10,1,13,28,6,10,0,18,6,8,6,11.28571429,0,6,10,6,11.85714286,1.79,Graduate
12,1,23,28,8,8,0,20,7,11,6,11.75714286,0,8,12,6,13.08333333,-4.06,Enrolled
6,15,13,14,10,6,0,26,3,3,0,0,0,6,0,0,0,3.51,Need Additional Support
12,1,22,27,8,10,0,19,8,8,7,13.05857143,0,8,8,7,13.05857143,1.74,Graduate
12,1,1,1,6,2,0,19,7,7,7,14.3,0,8,9,8,14.05555556,-0.92,Graduate
9,1,22,27,10,10,0,19,10,15,5,11.8,4,10,14,8,12,0.32,Graduate
6,1,1,14,8,6,0,19,5,9,3,10.33333333,0,5,8,3,13,0.32,Enrolled
11,1,13,14,6,9,0,18,6,7,6,10.57142857,0,6,11,3,11.66666667,-0.92,Graduate
12,6,1,27,10,10,0,19,7,7,6,13.33333333,0,7,7,6,13.33333333,0.32,Graduate
10,1,1,1,10,7,0,18,6,10,6,11.85714286,0,6,9,5,11,0.79,Graduate
16,1,2,14,5,5,0,18,6,9,5,12.6,0,6,8,5,11.4,-3.12,Enrolled
6,1,13,28,10,6,0,18,5,11,5,14,0,5,7,5,11.6,-3.12,Enrolled
16,1,1,28,10,7,0,18,7,12,5,12,0,7,9,6,12.66666667,2.02,Enrolled
7,14,13,27,5,8,0,26,5,6,0,0,0,5,5,0,0,-0.92,Need Additional Support
10,1,23,28,8,8,0,20,6,7,6,12,0,6,7,6,13,1.79,Graduate
3,1,22,28,10,11,0,19,6,6,6,12.66666667,0,6,6,6,11.66666667,-1.7,Graduate
10,1,19,27,5,10,0,18,6,6,6,12.16666667,0,6,9,6,13.66666667,-3.12,Graduate
10,14,23,27,8,8,0,19,6,6,6,13.33333333,2,6,6,6,14.66666667,0.79,Graduate
16,15,26,3,3,2,0,40,7,8,7,15,0,7,7,7,14.57142857,1.79,Graduate
12,1,23,28,8,8,0,18,8,8,8,13.39125,0,8,8,8,13.39125,-3.12,Graduate
10,1,3,1,10,11,0,19,6,9,5,12.16666667,0,6,8,6,12.42857143,0.79,Graduate
8,1,2,7,4,6,0,18,5,9,4,11.25,0,5,6,4,12.5,0.32,Graduate
6,1,1,2,4,2,0,19,5,13,4,12,0,5,8,3,12,-3.12,Enrolled
2,1,3,3,3,3,0,18,0,0,0,0,0,0,0,0,0,-4.06,Need Additional Support
3,1,22,27,10,10,0,33,6,7,6,12.83333333,0,6,8,6,12.85714286,1.79,Graduate
4,3,3,3,2,3,0,35,6,10,6,14,0,6,11,6,13.1,-0.92,Graduate
9,1,22,28,10,2,0,26,5,5,4,13,1,5,7,2,12,-3.12,Enrolled
15,1,13,14,8,6,0,18,6,7,6,13.5,0,6,8,6,12.5,-3.12,Graduate
10,1,22,27,10,10,0,36,16,24,13,10.69230769,9,13,19,9,12.30769231,-4.06,Enrolled
17,1,22,27,7,7,0,39,5,6,5,11,0,5,9,5,11.66666667,1.74,Graduate
10,1,22,27,10,10,0,44,6,8,6,13,0,6,6,6,13.83333333,-1.7,Graduate
3,1,3,1,4,10,0,20,6,10,5,12,0,6,9,4,11.25,-3.12,Enrolled
11,1,13,14,10,10,0,24,6,9,4,12.6,0,6,6,4,11.5,-1.7,Need Additional Support
15,1,13,14,10,9,0,20,6,6,6,13.66666667,0,6,6,6,13.33333333,1.79,Graduate
2,1,1,1,10,6,0,19,0,0,0,0,0,0,0,0,0,-3.12,Need Additional Support
12,1,22,28,10,8,0,18,7,7,6,14.2,0,7,7,6,14.2,0.32,Graduate
11,1,13,14,5,7,0,22,6,10,5,11,0,6,12,0,0,1.74,Need Additional Support
6,1,13,1,5,6,0,18,6,7,6,15,0,6,7,6,16.42857143,2.02,Graduate
12,12,23,27,10,10,0,24,7,9,6,12.58571429,0,8,9,7,13.44285714,0.79,Graduate
17,1,22,27,12,9,0,33,5,0,0,0,0,5,0,0,0,-1.7,Need Additional Support
4,1,22,27,4,9,0,30,6,6,0,0,0,6,6,0,0,2.02,Enrolled
6,17,3,29,3,4,0,26,6,0,0,0,0,6,0,0,0,3.51,Need Additional Support
16,1,13,28,5,2,0,18,6,7,6,11.66666667,0,6,10,6,11.83333333,1.74,Graduate
15,1,22,28,10,8,0,19,6,13,3,12.66666667,0,6,12,2,10,1.74,Need Additional Support
9,1,13,28,10,11,0,20,5,10,3,10.33333333,0,5,9,4,11,-0.92,Enrolled
6,16,13,27,10,9,0,22,11,18,8,13.5,4,9,16,7,13.71428571,3.51,Graduate
12,1,1,1,10,2,0,19,7,8,5,13.98,0,7,8,5,13.98,0.32,Enrolled
6,1,22,28,8,6,0,21,6,13,6,16.15384615,0,6,10,6,15.75,-4.06,Graduate
12,1,13,28,5,9,0,21,7,7,6,14.03333333,0,7,7,6,14.03333333,0.32,Graduate
6,1,13,27,3,8,0,19,5,8,1,11,0,5,6,5,11.2,0.32,Enrolled
16,1,23,27,29,46,0,19,7,8,7,13.85714286,0,7,8,6,13.66666667,3.51,Graduate
12,1,13,14,10,6,0,18,8,8,7,13.41428571,0,8,8,7,13.41428571,-1.7,Need Additional Support
3,1,22,29,10,5,0,50,11,11,11,13.54545455,3,7,7,7,13.57142857,-0.92,Graduate
17,1,23,14,10,8,0,31,5,11,4,11.25,0,5,10,4,10.83333333,0.79,Enrolled
15,1,1,14,5,8,0,19,6,6,6,13.83333333,0,6,7,6,14.42857143,-4.06,Graduate
17,1,1,27,20,43,0,35,5,8,5,12,0,5,9,5,12.85714286,0.79,Graduate
6,12,23,28,5,8,0,31,6,0,0,0,0,6,0,0,0,-1.7,Need Additional Support
3,12,22,27,10,10,0,42,11,14,10,11.9,5,11,14,10,12.8,2.02,Enrolled
9,1,22,27,10,10,0,34,5,5,0,0,0,5,0,0,0,-3.12,Need Additional Support
12,1,1,1,5,5,0,18,7,7,7,15.13571429,0,8,8,8,15.2875,1.79,Graduate
16,1,3,3,4,4,0,18,7,7,7,12.28571429,0,7,8,6,13.33333333,3.51,Enrolled
6,14,22,28,6,7,0,21,6,16,5,12.66666667,1,6,15,2,13.5,-0.92,Enrolled
12,12,23,14,6,8,0,26,7,13,5,12.74,0,8,12,6,10.97857143,-0.92,Need Additional Support
12,1,13,27,9,9,0,20,7,8,6,13.25,0,8,8,8,13.75,0.79,Enrolled
10,1,23,28,6,8,0,19,6,13,3,10.33333333,0,6,12,3,10.33333333,0.32,Enrolled
16,1,13,14,6,6,0,19,6,7,6,13.42857143,0,6,6,6,13.16666667,-4.06,Graduate
9,16,3,4,3,2,0,20,11,19,9,12.55555556,3,9,14,8,11.11111111,3.51,Graduate
10,1,19,24,1,1,0,19,6,8,6,11.5,0,6,7,6,11.16666667,0.32,Graduate
16,1,22,27,10,10,0,18,6,6,6,13.66666667,0,6,9,6,12.33333333,0.32,Graduate
17,3,22,27,10,10,0,28,14,16,11,11.27272727,6,11,16,10,12,1.74,Graduate
16,1,1,14,5,6,0,22,6,10,5,13.16666667,0,6,8,5,12.4,-4.06,Enrolled
3,14,22,27,8,8,0,21,6,6,6,14.66666667,2,6,6,6,14.16666667,0.79,Graduate
6,14,4,28,5,6,0,21,6,11,4,12.75,0,6,19,1,11,1.79,Enrolled
12,1,1,14,6,4,0,26,7,11,5,11.2,0,8,13,5,12.14,-0.92,Enrolled
15,1,18,27,8,8,0,18,6,8,5,13,0,6,8,5,11.4,0.32,Need Additional Support
6,1,1,1,10,11,0,20,5,8,2,10.5,0,5,8,2,12.33333333,0.32,Need Additional Support
6,1,1,14,5,4,0,18,6,7,6,14.85714286,0,6,7,6,14,2.02,Graduate
12,1,1,1,5,10,0,19,8,11,7,12.86,0,8,11,7,12.86,1.74,Graduate
10,1,3,14,4,11,0,20,11,12,11,11.72727273,5,11,14,11,12,1.79,Graduate
6,14,23,27,5,7,0,22,6,11,6,13.14285714,2,6,10,3,12,0.79,Graduate
14,1,22,14,6,9,0,18,6,6,5,11.8,0,6,9,4,13.71428571,1.74,Need Additional Support
9,1,23,27,7,5,0,19,5,10,3,10.66666667,0,5,9,0,0,-0.92,Need Additional Support
5,1,1,3,4,4,0,18,6,9,5,11.6,0,6,8,4,11.2,3.51,Enrolled
11,1,22,27,8,8,0,20,6,13,3,10.33333333,0,6,12,3,10.33333333,1.74,Enrolled
15,1,23,27,10,10,0,19,6,11,4,12.25,0,6,11,3,11,0.32,Enrolled
11,1,13,28,10,10,0,19,6,6,6,12,0,6,7,4,12.75,1.79,Enrolled
12,1,22,27,6,6,0,19,8,8,7,14.73142857,0,8,8,7,14.73142857,1.74,Graduate
2,1,1,14,4,10,0,18,0,0,0,0,0,0,0,0,0,-1.7,Graduate
5,15,1,14,4,10,0,21,13,14,13,13.61538462,6,12,12,12,14.25,0.79,Graduate
17,15,1,14,10,10,0,27,5,5,5,15.8,0,5,5,5,14.8,3.51,Graduate
10,1,1,14,5,5,0,19,6,6,6,14.66666667,0,6,7,6,14.57142857,-4.06,Graduate
6,1,19,24,1,1,0,25,5,5,0,0,0,5,5,0,0,0.32,Need Additional Support
12,1,13,14,8,8,0,18,8,8,7,14.65428571,0,8,8,7,14.65428571,1.74,Graduate
12,3,13,1,5,9,0,24,8,8,7,12.40142857,0,8,8,7,12.40142857,1.74,Graduate
12,1,1,1,5,11,0,20,7,8,7,11.5875,0,8,9,7,14.07142857,0.79,Graduate
17,15,22,27,7,7,0,26,5,5,5,14,1,5,5,5,15.6,1.79,Graduate
10,1,1,28,10,8,0,20,6,9,6,12.33333333,0,6,6,6,11.83333333,3.51,Graduate
6,1,22,27,12,12,0,18,5,5,5,14,0,5,6,5,15.4,0.32,Graduate
6,1,1,1,10,10,0,19,6,13,6,15.23076923,0,6,10,6,12.375,-4.06,Graduate
16,1,13,14,10,10,0,23,6,9,5,11.6,0,6,9,3,11,-1.7,Need Additional Support
12,1,22,27,10,10,0,18,7,7,6,11.6,0,7,7,6,11.6,0.32,Graduate
12,1,1,14,5,6,0,18,7,0,0,0,0,8,0,0,0,-1.7,Need Additional Support
12,1,2,1,3,9,0,19,7,7,7,12.90142857,0,8,9,8,13.09444444,2.02,Graduate
17,1,1,2,5,4,0,30,7,9,7,14.14285714,1,5,5,5,14.8,0.32,Graduate
6,14,1,2,5,7,0,29,6,0,0,0,0,6,0,0,0,-4.06,Need Additional Support
12,1,3,1,4,4,0,19,8,8,8,13.25375,0,8,8,8,13.25375,-3.12,Graduate
13,1,13,2,6,4,0,20,7,7,7,13.78571429,0,8,8,8,14.1,1.79,Graduate
12,1,22,27,10,4,0,20,7,7,6,13.91666667,0,7,7,6,13.91666667,0.32,Graduate
14,1,23,28,4,8,0,19,6,8,6,13.5,0,6,9,6,13.57142857,2.02,Graduate
9,1,23,2,10,3,0,20,5,8,3,11.33333333,0,5,12,2,10.66666667,1.74,Enrolled
6,1,13,1,5,5,0,21,5,8,0,0,0,5,12,0,0,1.74,Need Additional Support
14,1,13,28,5,11,0,19,6,10,5,11.5,0,6,9,4,14.6,2.02,Graduate
12,1,22,28,10,10,0,18,8,8,7,12.08285714,0,8,8,7,12.08285714,1.74,Graduate
3,1,22,27,8,9,0,27,6,8,6,11.83333333,0,6,10,5,12.8,-4.06,Graduate
9,1,23,28,7,9,0,19,5,6,5,13.4,0,5,5,5,12.4,1.79,Graduate
12,1,1,1,12,4,0,19,7,7,0,0,0,7,7,0,0,0.32,Need Additional Support
15,1,1,14,5,9,0,19,6,7,5,14.2,0,6,7,6,14.57142857,-4.06,Graduate
12,1,13,14,6,6,0,18,8,8,7,13.81428571,0,8,8,7,13.81428571,-1.7,Graduate
11,1,13,14,6,6,0,20,6,10,4,11.25,0,6,6,6,10.5,1.79,Enrolled
14,1,13,27,5,6,0,18,6,6,6,14.5,0,6,8,6,13.66666667,-1.7,Graduate
14,1,7,1,3,5,0,19,6,0,0,0,0,6,0,0,0,0.32,Need Additional Support
12,12,22,27,10,10,0,36,7,7,6,11.3,0,7,7,6,11.3,0.32,Graduate
13,1,3,4,4,3,0,18,2,2,0,0,0,4,4,1,16,1.74,Enrolled
8,1,13,28,5,6,0,18,5,11,1,12,0,5,9,3,12,-1.7,Enrolled
12,1,13,28,10,4,0,19,8,9,7,12.3,0,8,9,7,12.3,-1.7,Graduate
12,1,13,14,8,9,0,18,8,8,7,12.69428571,0,8,8,7,12.69428571,1.74,Graduate
14,1,13,14,2,2,0,18,5,5,4,11,0,5,5,4,11,-3.12,Graduate
10,1,22,14,10,4,0,19,6,6,6,13,0,6,6,6,14.16666667,1.79,Graduate
12,1,3,1,3,2,0,19,7,8,7,14.4125,0,8,8,8,16.05,0.79,Graduate
12,1,1,14,8,8,0,18,7,8,7,12.92875,0,8,8,8,14.0625,-4.06,Need Additional Support
15,1,1,14,10,8,0,20,6,6,6,13.33333333,0,6,10,5,12.8,2.02,Graduate
11,1,13,28,4,11,0,20,6,8,5,12.8,0,6,9,5,12.8,1.79,Enrolled
12,1,23,27,6,6,0,20,8,8,7,14.40285714,0,8,8,7,14.40285714,1.74,Graduate
12,1,22,27,10,9,0,18,8,8,7,13.38142857,0,8,8,7,13.38142857,1.74,Graduate
12,1,13,14,8,6,0,18,7,8,7,14.13125,0,8,8,8,13.98375,-4.06,Graduate
6,1,13,27,5,8,0,19,5,11,5,11.71428571,0,5,6,5,12.6,-3.12,Graduate
9,1,13,28,10,8,0,19,5,5,5,11.8,0,5,8,4,11.25,-3.12,Enrolled
3,1,19,24,13,13,0,44,6,9,6,11.16666667,1,6,15,2,11,0.32,Graduate
4,3,23,27,6,7,0,32,6,7,0,0,0,6,6,0,0,1.79,Need Additional Support
16,1,22,14,10,9,0,22,6,9,5,13.6,0,6,8,5,12,-1.7,Need Additional Support
4,1,1,14,5,10,0,36,12,14,12,13.84615385,5,12,18,11,14.09090909,3.51,Graduate
15,1,22,27,6,8,0,18,6,7,6,12.5,0,6,8,6,13.33333333,-0.92,Graduate
8,1,3,3,4,3,0,20,5,5,5,16.4,0,5,5,5,14.6,-1.7,Graduate
5,1,13,14,6,8,0,20,11,11,11,13.81818182,5,11,11,11,13.45454545,2.02,Graduate
10,1,3,1,3,4,0,19,6,8,5,10.6,0,6,11,4,10.5,-4.06,Graduate
9,12,3,1,4,6,0,24,5,8,5,10.2,0,5,6,5,12.2,1.79,Graduate
10,1,1,1,5,10,0,20,6,11,5,10.6,0,6,11,4,10.4,-4.06,Enrolled
3,1,3,3,3,4,0,27,10,10,9,11.44444444,4,11,11,5,10.8,1.74,Need Additional Support
16,1,1,28,6,11,0,20,6,9,5,14.33333333,4,8,8,8,12.625,-4.06,Enrolled
10,1,19,24,1,1,0,23,16,18,16,13,11,13,15,13,13.26666667,-3.12,Graduate
12,1,13,28,5,9,0,18,8,9,8,13.31,0,8,9,8,13.31,-3.12,Graduate
10,1,22,27,5,10,0,18,6,10,5,10.57142857,0,6,9,5,12.2,-1.7,Graduate
12,1,1,27,10,10,0,20,8,8,7,13.48714286,0,8,8,7,13.48714286,1.74,Graduate
11,1,13,28,10,8,0,20,6,6,6,12.33333333,0,6,7,6,11.83333333,0.79,Graduate
14,1,23,14,8,11,0,23,6,11,6,11.875,0,6,9,5,12.83333333,2.02,Need Additional Support
12,1,13,14,10,10,0,20,7,7,6,13.96666667,0,7,7,6,13.96666667,0.32,Graduate
11,7,19,24,1,1,0,28,5,10,0,0,0,5,10,0,0,0.32,Need Additional Support
14,1,1,14,4,6,0,21,5,8,4,11.5,0,5,5,5,12.8,0.32,Graduate
13,1,13,14,10,10,0,21,2,2,2,12.5,0,7,0,0,0,1.79,Need Additional Support
12,3,19,24,1,1,0,28,7,0,0,0,0,8,0,0,0,0.32,Need Additional Support
12,1,3,1,4,4,0,18,7,10,6,11.98,0,8,11,7,13.225,-0.92,Graduate
10,1,23,14,29,39,0,21,6,8,5,13.2,0,6,7,5,11.8,3.51,Enrolled
12,1,1,1,5,5,0,19,7,10,6,11.61428571,0,8,8,8,14.0375,0.79,Graduate
12,1,1,14,2,2,0,18,8,8,7,14.31428571,0,8,8,7,14.31428571,-1.7,Graduate
12,1,3,1,3,6,0,19,7,0,0,0,0,8,0,0,0,0.32,Need Additional Support
6,14,23,28,10,8,0,20,6,9,6,12.66666667,1,6,12,2,13,0.79,Enrolled
12,1,1,14,10,6,0,20,7,9,6,12.76666667,0,8,10,7,12.12857143,1.79,Graduate
16,1,1,27,8,10,0,18,6,7,6,12.66666667,0,6,7,5,12.2,1.74,Graduate
14,1,23,14,5,4,0,20,6,7,6,11.5,0,6,10,4,10.57142857,1.74,Need Additional Support
14,1,1,14,6,5,0,31,6,13,5,11.4,0,6,14,4,11.75,0.79,Need Additional Support
12,1,22,27,10,8,0,19,7,8,7,14.70625,0,8,8,8,14.4775,-4.06,Graduate
12,1,23,28,6,6,0,19,7,9,6,11.81428571,0,8,8,7,13.54285714,0.79,Graduate
5,1,13,1,4,9,0,23,6,8,6,13,0,6,8,6,11.875,0.79,Graduate
14,1,22,27,6,6,0,19,6,7,6,14.85714286,0,6,6,6,13.33333333,1.79,Graduate
12,1,1,3,4,3,0,20,7,7,6,12.6,0,7,7,6,12.6,0.32,Graduate
6,1,22,27,10,5,0,22,6,9,5,13.33333333,0,6,17,4,11.4,1.79,Enrolled
16,1,3,1,3,6,0,18,7,10,6,10.66666667,0,7,12,6,12.83333333,0.79,Enrolled
8,3,13,27,12,6,0,27,5,6,2,11.5,0,5,5,1,11,-1.7,Need Additional Support
13,12,22,28,10,10,0,29,7,9,1,10,0,7,0,0,0,-1.7,Need Additional Support
11,1,1,14,5,4,0,18,6,10,5,11.8,0,6,10,5,12.2,2.02,Graduate
5,1,13,28,10,8,0,18,6,7,5,11.8,0,6,6,6,12.66666667,-0.92,Graduate
12,1,23,28,8,8,0,18,8,8,8,12.77125,0,8,8,8,12.77125,-3.12,Graduate
6,1,22,28,10,10,0,20,5,13,3,11.33333333,0,5,8,5,12.6,-3.12,Enrolled
11,1,23,28,10,10,0,18,6,6,6,12.66666667,0,6,7,5,14.6,2.02,Graduate
5,1,1,1,5,5,0,18,6,10,5,12.2,0,6,11,4,10.83333333,0.79,Enrolled
6,3,3,3,2,2,0,28,5,9,1,12,0,4,10,0,0,1.74,Need Additional Support
12,1,22,1,8,8,0,18,8,12,7,11.72142857,0,8,12,7,11.72142857,-1.7,Graduate
12,12,22,28,23,34,0,27,7,12,4,14,0,7,14,3,12.525,1.79,Enrolled
1,1,3,1,3,5,0,26,7,9,7,14.75,0,7,12,5,13.8,-0.92,Enrolled
15,1,13,1,10,4,0,18,6,6,6,12.66666667,0,6,6,6,13.66666667,-1.7,Graduate
8,1,5,5,3,3,0,18,5,12,4,13,0,5,6,5,14,-3.12,Need Additional Support
9,1,1,14,5,7,0,21,5,6,0,0,0,5,5,0,0,-4.06,Need Additional Support
5,1,4,1,3,4,0,18,6,8,4,10.75,0,6,9,0,0,-3.12,Enrolled
3,1,19,24,13,13,0,32,5,5,0,0,0,5,10,0,0,1.74,Need Additional Support
14,1,19,24,1,1,0,28,5,6,4,12.5,0,5,7,4,11.75,0.32,Graduate
17,1,22,14,10,3,0,40,4,4,0,0,0,5,0,0,0,-1.7,Need Additional Support
3,1,22,27,10,11,0,39,5,5,0,0,0,4,4,0,0,-3.12,Need Additional Support
10,1,22,27,10,11,0,39,6,0,0,0,0,6,0,0,0,-3.12,Need Additional Support
4,1,22,14,10,5,0,50,6,7,6,12.5,0,6,15,5,12.4,3.51,Graduate
16,1,1,1,10,5,0,23,6,10,5,12.8,0,6,9,3,11.66666667,1.74,Need Additional Support
3,12,19,24,1,1,0,48,6,11,1,10,0,6,11,1,11,-3.12,Need Additional Support
16,1,22,27,10,10,0,23,6,11,4,11.25,0,6,10,5,10.2,0.32,Need Additional Support
12,1,22,1,6,6,0,18,8,8,7,12.61,0,8,8,7,12.61,1.74,Graduate
8,1,3,14,3,10,0,18,5,14,2,12,0,5,6,5,12.6,-3.12,Graduate
10,1,3,27,3,9,0,20,6,9,5,13,0,6,7,6,13.5,0.79,Graduate
6,1,1,1,10,10,0,18,5,9,4,12,0,5,8,5,13,1.74,Graduate
13,1,5,3,2,2,0,18,7,8,4,12,0,8,8,0,0,-0.92,Need Additional Support
7,1,1,1,10,4,1,31,5,12,1,12,0,5,9,1,11,-0.92,Need Additional Support
7,12,13,14,6,4,1,24,5,9,1,12,0,5,6,3,10.5,1.74,Enrolled
2,1,3,1,3,11,1,24,0,0,0,0,0,0,0,0,0,-3.12,Graduate
9,1,22,27,10,10,1,26,5,5,0,0,0,5,9,0,0,1.74,Need Additional Support
8,1,3,3,3,3,1,18,6,11,5,13.625,0,6,9,4,11.75,-0.92,Need Additional Support
9,1,22,27,5,8,1,19,5,12,3,11.66666667,0,5,10,3,11.66666667,-1.7,Enrolled
14,1,13,27,10,9,1,22,6,0,0,0,0,6,0,0,0,0.79,Need Additional Support
12,1,4,2,3,4,1,18,8,8,7,11.69,0,8,8,7,11.69,1.74,Graduate
5,14,1,14,5,8,1,20,6,11,0,0,0,6,12,0,0,-0.92,Need Additional Support
2,14,4,4,3,3,1,25,0,0,0,0,0,0,0,0,0,-4.06,Graduate
17,1,3,3,5,5,1,24,5,10,4,11.5,0,5,11,5,11.28571429,0.79,Graduate
7,1,3,3,5,5,1,27,5,10,1,14,0,5,0,0,0,3.51,Need Additional Support
11,1,3,14,5,5,1,21,6,7,5,11,0,6,7,5,12.4,-4.06,Graduate
4,14,13,28,4,10,1,21,6,7,6,12.85714286,0,6,6,6,13.16666667,1.79,Graduate
15,1,13,1,10,10,1,19,6,9,4,12.5,0,6,6,6,11.33333333,1.74,Need Additional Support
12,1,13,14,6,6,1,28,7,7,7,14.52857143,0,8,11,8,15.01818182,-0.92,Graduate
9,1,13,14,6,8,1,20,5,8,5,10,0,5,10,2,12,0.32,Enrolled
4,14,1,14,5,11,1,21,6,8,6,13,0,6,10,6,12.625,-4.06,Graduate
12,1,1,1,6,4,1,18,7,7,7,15.95714286,0,8,9,8,15.18888889,-0.92,Graduate
7,1,13,1,10,11,1,18,5,6,5,13.2,0,5,8,5,12.6,3.51,Enrolled
9,1,13,1,6,11,1,20,5,9,4,10.2,0,5,6,3,11,-4.06,Enrolled
7,15,1,1,6,11,1,25,5,6,5,14.2,1,5,5,2,13.5,-0.92,Enrolled
14,1,23,14,6,7,1,22,6,8,6,12.625,0,6,11,2,14.5,2.02,Enrolled
12,1,22,27,10,10,1,18,8,11,6,13.49666667,0,8,11,6,13.49666667,-3.12,Enrolled
9,1,13,28,10,8,1,19,5,8,5,13.25,0,5,8,5,11,0.79,Graduate
7,1,10,14,5,6,1,19,5,12,3,12,0,5,10,3,12,1.79,Need Additional Support
15,12,13,1,8,10,1,25,6,10,4,13,0,6,9,4,13.75,-1.7,Need Additional Support
5,1,10,10,2,11,1,21,11,12,9,11.77777778,3,8,11,3,13.66666667,-4.06,Need Additional Support
7,1,1,2,4,3,1,19,5,10,2,11,0,6,10,0,0,2.02,Need Additional Support
9,1,1,1,5,5,1,20,5,14,0,0,0,5,5,0,0,2.02,Need Additional Support
4,14,3,2,3,3,1,25,14,16,14,12.42857143,3,9,13,6,10.85714286,-4.06,Need Additional Support
9,1,13,1,8,5,1,20,5,8,3,11,0,5,11,3,12,1.74,Enrolled
2,1,22,27,10,10,1,18,0,0,0,0,0,0,0,0,0,0.32,Graduate
11,14,24,29,32,44,1,23,6,12,3,11.5,0,6,12,3,10.66666667,3.51,Enrolled
12,1,1,3,10,11,1,23,8,8,8,12.5075,0,8,8,8,12.5075,-3.12,Graduate
4,16,3,28,20,30,1,21,12,18,11,12.09090909,5,12,14,11,12,3.51,Graduate
8,1,1,1,4,4,1,20,5,14,2,11,0,5,9,3,12.66666667,-3.12,Enrolled
